"","time","pedestrians","bicyclists","cars","buses","trucks","location","weekdays","weather","events","rushhour","traffic_ornot"
"973","2019-11-07T03:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"974","2019-11-07T03:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"975","2019-11-07T03:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"976","2019-11-07T03:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"977","2019-11-07T04:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"978","2019-11-07T04:15:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"979","2019-11-07T04:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"980","2019-11-07T04:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"981","2019-11-07T05:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"982","2019-11-07T05:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"983","2019-11-07T05:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"984","2019-11-07T05:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"985","2019-11-07T06:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"986","2019-11-07T06:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"987","2019-11-07T06:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"988","2019-11-07T06:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"989","2019-11-07T07:00:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"990","2019-11-07T07:15:00-04:00",2,0,8,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"991","2019-11-07T07:30:00-04:00",0,0,48,4,2,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"992","2019-11-07T07:45:00-04:00",2,0,76,5,6,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"993","2019-11-07T08:00:00-04:00",1,3,68,6,6,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"994","2019-11-07T08:15:00-04:00",5,3,73,3,8,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"995","2019-11-07T08:30:00-04:00",9,4,94,5,6,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"996","2019-11-07T08:45:00-04:00",54,18,181,7,12,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"997","2019-11-07T09:00:00-04:00",7,2,135,4,7,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"998","2019-11-07T09:15:00-04:00",4,1,199,2,7,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"999","2019-11-07T09:30:00-04:00",26,3,234,3,8,"Campus_Dr_&_Presidential_Ave",1,0,0,1,1
"1000","2019-11-07T09:45:00-04:00",29,9,307,7,20,"Campus_Dr_&_Presidential_Ave",1,0,0,1,1
"1001","2019-11-07T10:00:00-04:00",32,7,374,2,13,"Campus_Dr_&_Presidential_Ave",1,0,0,1,1
"1002","2019-11-07T10:15:00-04:00",65,52,297,2,6,"Campus_Dr_&_Presidential_Ave",1,0,0,1,1
"1003","2019-11-07T10:30:00-04:00",23,10,224,5,21,"Campus_Dr_&_Presidential_Ave",1,0,0,1,1
"1004","2019-11-07T10:45:00-04:00",21,15,206,6,10,"Campus_Dr_&_Presidential_Ave",1,0,0,1,1
"1005","2019-11-07T11:00:00-04:00",6,7,189,0,13,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1006","2019-11-07T11:15:00-04:00",6,0,163,3,9,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1007","2019-11-07T11:30:00-04:00",6,1,202,3,10,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1008","2019-11-07T11:45:00-04:00",11,6,218,4,16,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1009","2019-11-07T12:00:00-04:00",7,0,184,6,15,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1010","2019-11-07T12:15:00-04:00",2,0,142,1,7,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1011","2019-11-07T12:30:00-04:00",3,0,133,2,5,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1012","2019-11-07T12:45:00-04:00",13,0,173,2,11,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1013","2019-11-07T13:00:00-04:00",12,2,218,1,4,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1014","2019-11-07T13:15:00-04:00",9,1,268,4,31,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1015","2019-11-07T13:30:00-04:00",32,17,248,2,18,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1016","2019-11-07T13:45:00-04:00",8,5,168,3,18,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1017","2019-11-07T14:00:00-04:00",11,8,179,2,13,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1018","2019-11-07T14:15:00-04:00",7,6,146,5,14,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1019","2019-11-07T14:30:00-04:00",49,3,214,0,19,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1020","2019-11-07T14:45:00-04:00",47,1,301,4,34,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1021","2019-11-07T15:00:00-04:00",30,13,241,5,24,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1022","2019-11-07T15:15:00-04:00",23,0,127,1,17,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1023","2019-11-07T15:30:00-04:00",17,4,137,3,21,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1024","2019-11-07T15:45:00-04:00",24,1,143,2,11,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1025","2019-11-07T16:00:00-04:00",7,4,218,6,26,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1026","2019-11-07T16:15:00-04:00",11,0,224,3,13,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1027","2019-11-07T16:30:00-04:00",17,0,227,3,8,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1028","2019-11-07T16:45:00-04:00",15,1,199,5,16,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1029","2019-11-07T17:00:00-04:00",4,0,152,3,8,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1030","2019-11-07T17:15:00-04:00",3,0,198,3,9,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1031","2019-11-07T17:30:00-04:00",5,0,201,4,6,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1032","2019-11-07T17:45:00-04:00",8,0,211,2,15,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1033","2019-11-07T18:00:00-04:00",5,0,183,0,6,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1034","2019-11-07T18:15:00-04:00",1,0,26,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1035","2019-11-07T18:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1036","2019-11-07T18:45:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,1,0
"1037","2019-11-07T19:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1038","2019-11-07T19:15:00-04:00",0,0,11,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1039","2019-11-07T19:30:00-04:00",0,0,6,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1040","2019-11-07T19:45:00-04:00",0,0,4,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1041","2019-11-07T20:00:00-04:00",0,0,6,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1042","2019-11-07T20:15:00-04:00",0,0,5,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1043","2019-11-07T20:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1044","2019-11-07T20:45:00-04:00",0,0,6,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1045","2019-11-07T21:00:00-04:00",0,0,15,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1046","2019-11-07T21:15:00-04:00",0,0,5,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1047","2019-11-07T21:30:00-04:00",0,0,2,0,1,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1048","2019-11-07T21:45:00-04:00",0,0,5,1,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1049","2019-11-07T22:00:00-04:00",0,0,6,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1050","2019-11-07T22:15:00-04:00",0,0,9,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1051","2019-11-07T22:30:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1052","2019-11-07T22:45:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1053","2019-11-07T23:00:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1054","2019-11-07T23:15:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1055","2019-11-07T23:30:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1056","2019-11-07T23:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1057","2019-11-08T00:00:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1058","2019-11-08T00:15:00-04:00",1,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1059","2019-11-08T00:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1060","2019-11-08T00:45:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1061","2019-11-08T01:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1062","2019-11-08T01:15:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1063","2019-11-08T01:30:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1064","2019-11-08T01:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1065","2019-11-08T02:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1066","2019-11-08T02:15:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1067","2019-11-08T02:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1068","2019-11-08T02:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1069","2019-11-08T03:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1070","2019-11-08T03:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1071","2019-11-08T03:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1072","2019-11-08T03:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1073","2019-11-08T04:00:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1074","2019-11-08T04:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1075","2019-11-08T04:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1076","2019-11-08T04:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1077","2019-11-08T05:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1078","2019-11-08T05:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1079","2019-11-08T05:30:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1080","2019-11-08T05:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1081","2019-11-08T06:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1082","2019-11-08T06:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1083","2019-11-08T06:30:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1084","2019-11-08T06:45:00-04:00",2,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1085","2019-11-08T07:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1086","2019-11-08T07:15:00-04:00",0,0,19,1,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1087","2019-11-08T07:30:00-04:00",1,2,27,4,3,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1088","2019-11-08T07:45:00-04:00",0,0,45,3,2,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1089","2019-11-08T08:00:00-04:00",0,0,47,5,4,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1090","2019-11-08T08:15:00-04:00",1,0,53,4,4,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1091","2019-11-08T08:30:00-04:00",3,0,81,4,5,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1092","2019-11-08T08:45:00-04:00",12,1,101,5,8,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1093","2019-11-08T09:00:00-04:00",3,0,103,3,2,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1094","2019-11-08T09:15:00-04:00",6,3,106,5,7,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1095","2019-11-08T09:30:00-04:00",0,0,147,5,7,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1096","2019-11-08T09:45:00-04:00",13,1,173,2,6,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1097","2019-11-08T10:00:00-04:00",36,2,170,1,3,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1098","2019-11-08T10:15:00-04:00",81,3,206,6,8,"Campus_Dr_&_Presidential_Ave",1,1,0,1,1
"1099","2019-11-08T10:30:00-04:00",166,27,176,1,6,"Campus_Dr_&_Presidential_Ave",1,1,0,1,1
"1100","2019-11-08T10:45:00-04:00",85,1,142,4,26,"Campus_Dr_&_Presidential_Ave",1,1,0,1,1
"1101","2019-11-08T11:00:00-04:00",103,0,120,1,12,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1102","2019-11-08T11:15:00-04:00",108,5,129,4,13,"Campus_Dr_&_Presidential_Ave",1,1,0,0,1
"1103","2019-11-08T11:30:00-04:00",85,1,216,2,23,"Campus_Dr_&_Presidential_Ave",1,1,0,0,1
"1104","2019-11-08T11:45:00-04:00",123,4,234,3,24,"Campus_Dr_&_Presidential_Ave",1,1,0,0,1
"1105","2019-11-08T12:00:00-04:00",190,26,169,1,13,"Campus_Dr_&_Presidential_Ave",1,1,0,0,1
"1106","2019-11-08T12:15:00-04:00",33,2,175,5,15,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1107","2019-11-08T12:30:00-04:00",53,5,197,2,12,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1108","2019-11-08T12:45:00-04:00",5,0,165,3,12,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1109","2019-11-08T13:00:00-04:00",14,1,233,3,11,"Campus_Dr_&_Presidential_Ave",1,0,0,0,1
"1110","2019-11-08T13:15:00-04:00",25,6,162,4,15,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1111","2019-11-08T13:30:00-04:00",7,5,173,2,12,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1112","2019-11-08T13:45:00-04:00",6,0,187,1,10,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1113","2019-11-08T14:00:00-04:00",14,0,208,0,10,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1114","2019-11-08T14:15:00-04:00",6,6,116,3,5,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1115","2019-11-08T14:30:00-04:00",14,6,170,4,9,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1116","2019-11-08T14:45:00-04:00",4,1,151,3,10,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1117","2019-11-08T15:00:00-04:00",20,0,191,4,11,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1118","2019-11-08T15:15:00-04:00",18,5,174,3,9,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1119","2019-11-08T15:30:00-04:00",14,7,188,1,10,"Campus_Dr_&_Presidential_Ave",1,0,0,0,0
"1120","2019-11-08T15:45:00-04:00",14,9,171,3,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1121","2019-11-08T16:00:00-04:00",12,1,208,4,6,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1122","2019-11-08T16:15:00-04:00",7,1,183,2,7,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1123","2019-11-08T16:30:00-04:00",6,3,153,4,5,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1124","2019-11-08T16:45:00-04:00",19,2,140,4,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1125","2019-11-08T17:00:00-04:00",7,0,133,4,2,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1126","2019-11-08T17:15:00-04:00",8,1,143,4,2,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1127","2019-11-08T17:30:00-04:00",34,6,151,4,4,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1128","2019-11-08T17:45:00-04:00",19,2,169,1,2,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1129","2019-11-08T18:00:00-04:00",11,1,159,3,4,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1130","2019-11-08T18:15:00-04:00",34,3,70,1,0,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1131","2019-11-08T18:30:00-04:00",0,0,3,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1132","2019-11-08T18:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1133","2019-11-08T19:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1134","2019-11-08T19:15:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1135","2019-11-08T19:30:00-04:00",0,0,3,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1136","2019-11-08T19:45:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1137","2019-11-08T20:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1138","2019-11-08T20:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1139","2019-11-08T20:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1140","2019-11-08T20:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1141","2019-11-08T21:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1142","2019-11-08T21:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1143","2019-11-08T21:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1144","2019-11-08T21:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1145","2019-11-08T22:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1146","2019-11-08T22:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1147","2019-11-08T22:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1148","2019-11-08T22:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1149","2019-11-08T23:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1150","2019-11-08T23:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1151","2019-11-08T23:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1152","2019-11-08T23:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1153","2019-11-09T00:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1154","2019-11-09T00:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1155","2019-11-09T00:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1156","2019-11-09T00:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1157","2019-11-09T01:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1158","2019-11-09T01:15:00-04:00",1,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1159","2019-11-09T01:30:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1160","2019-11-09T01:45:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1161","2019-11-09T02:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1162","2019-11-09T02:15:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1163","2019-11-09T02:30:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1164","2019-11-09T02:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1165","2019-11-09T03:00:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1166","2019-11-09T03:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1167","2019-11-09T03:30:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1168","2019-11-09T03:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1169","2019-11-09T04:00:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1170","2019-11-09T04:15:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1171","2019-11-09T04:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1172","2019-11-09T04:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1173","2019-11-09T05:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1174","2019-11-09T05:15:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1175","2019-11-09T05:30:00-04:00",0,0,2,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1176","2019-11-09T05:45:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1177","2019-11-09T06:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1178","2019-11-09T06:15:00-04:00",0,0,1,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1179","2019-11-09T06:30:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1180","2019-11-09T06:45:00-04:00",0,0,2,0,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1181","2019-11-09T07:00:00-04:00",0,0,0,0,0,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1182","2019-11-09T07:15:00-04:00",0,0,12,1,2,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1183","2019-11-09T07:30:00-04:00",0,0,21,1,3,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1184","2019-11-09T07:45:00-04:00",3,0,27,0,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1185","2019-11-09T08:00:00-04:00",2,0,16,2,3,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1186","2019-11-09T08:15:00-04:00",10,4,34,1,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1187","2019-11-09T08:30:00-04:00",15,3,18,1,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1188","2019-11-09T08:45:00-04:00",14,2,59,1,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1189","2019-11-09T09:00:00-04:00",4,8,50,1,2,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1190","2019-11-09T09:15:00-04:00",2,0,53,1,1,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1191","2019-11-09T09:30:00-04:00",5,0,52,1,2,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1192","2019-11-09T09:45:00-04:00",11,4,70,2,1,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1193","2019-11-09T10:00:00-04:00",20,20,54,1,0,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1194","2019-11-09T10:15:00-04:00",67,27,49,0,1,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1195","2019-11-09T10:30:00-04:00",22,6,72,3,1,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1196","2019-11-09T10:45:00-04:00",78,19,78,1,1,"Campus_Dr_&_Presidential_Ave",1,1,0,1,0
"1197","2019-11-09T11:00:00-04:00",37,8,79,1,5,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1198","2019-11-09T11:15:00-04:00",33,9,73,2,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1199","2019-11-09T11:30:00-04:00",40,7,73,2,6,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1200","2019-11-09T11:45:00-04:00",37,14,63,1,1,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
"1201","2019-11-09T12:00:00-04:00",36,10,109,2,7,"Campus_Dr_&_Presidential_Ave",1,1,0,0,0
